ResponseId,StartDate,EndDate,Progress,Durationinseconds,Finished,Captcha,SharingType,SocialMedia,nicks,headlineA1,headlineS1,headlineC1,t_PageSubmit1,headlineA2,headlineS2,headlineC2,t_PageSubmit2,headlineA3,headlineS3,headlineC3,t_PageSubmit3,headlineA4,headlineS4,headlineC4,t_PageSubmit4,headlineA5,headlineS5,headlineC5,t_PageSubmit5,headlineA6,headlineS6,headlineC6,t_PageSubmit6,headlineA7,headlineS7,headlineC7,t_PageSubmit7,headlineA8,headlineS8,headlineC8,t_PageSubmit8,headlineA9,headlineS9,headlineC9,t_PageSubmit9,headlineA10,headlineS10,headlineC10,t_PageSubmit10,headlineA11,headlineS11,headlineC11,t_PageSubmit11,headlineA12,headlineS12,headlineC12,t_PageSubmit12,headlineA13,headlineS13,headlineC13,t_PageSubmit13,headlineA14,headlineS14,headlineC14,t_PageSubmit14,headlineA15,headlineS15,headlineC15,t_PageSubmit15,headlineA16,headlineS16,headlineC16,t_PageSubmit16,headlineA17,headlineS17,headlineC17,t_PageSubmit17,headlineA18,headlineS18,headlineC18,t_PageSubmit18,headlineA19,headlineS19,headlineC19,t_PageSubmit19,headlineA20,headlineS20,headlineC20,t_PageSubmit20,headlineA21,headlineS21,headlineC21,t_PageSubmit21,headlineA22,headlineS22,headlineC22,t_PageSubmit22,headlineA23,headlineS23,headlineC23,t_PageSubmit23,headlineA24,headlineS24,headlineC24,t_PageSubmit24,headlineA25,headlineS25,headlineC25,t_PageSubmit25,headlineA26,headlineS26,headlineC26,t_PageSubmit26,headlineA27,headlineS27,headlineC27,t_PageSubmit27,headlineA28,headlineS28,headlineC28,t_PageSubmit28,headlineA29,headlineS29,headlineC29,t_PageSubmit29,headlineA30,headlineS30,headlineC30,t_PageSubmit30,headlineA31,headlineS31,headlineC31,t_PageSubmit31,headlineA32,headlineS32,headlineC32,t_PageSubmit32,headlineA33,headlineS33,headlineC33,t_PageSubmit33,headlineA34,headlineS34,headlineC34,t_PageSubmit34,headlineA35,headlineS35,headlineC35,t_PageSubmit35,headlineA36,headlineS36,headlineC36,t_PageSubmit36,headlineA37,headlineS37,headlineC37,t_PageSubmit37,headlineA38,headlineS38,headlineC38,t_PageSubmit38,headlineA39,headlineS39,headlineC39,t_PageSubmit39,headlineA40,headlineS40,headlineC40,t_PageSubmit40,domains,screener_2,Party,DemRep_C,Social_Conserv,Economic_Conserv,ap_1,ap_2,screener_3,CRT_1,tCRT_PageSubmit_1,CRT_2,tCRT_PageSubmit_2,CRT_3,tCRT_PageSubmit_3,Age,Gender,Education,Income,Ethnicity,god,trust,risk,Random,Google,Lucid_age,Lucid_gender,Lucid_hhi,Lucid_ethnicity,Lucid_hispanic,Lucid_education,Lucid_political_party,Lucid_region,seq,us
"R_3PuYWye0xhYrxcu","2022-03-18 15:29:30","2022-03-18 15:36:46",100,435,1,"15","1,2,3,4,5","1,2,3,5,8",5,,,,,,,,,,,,,,,,,,,,,,,,,1,7,7,10.762,,,,,,,,,7,7,7,6.054,1,7,7,9,7,7,7,5.066,1,7,7,50.885,1,7,7,4.484,7,7,7,3.55,7,7,7,4.601,7,7,7,4.234,,,,,7,7,7,25.001,,,,,7,7,7,3.722,1,7,7,7.877,1,7,7,3.3,,,,,,,,,,,,,7,7,7,6.002,1,7,7,4.989,,,,,,,,,,,,,,,,,1,7,7,5.323,7,7,7,3.444,,,,,,,,,,,,,1,7,7,5.494,1,7,7,3.248,7,7,7,4.129,"11,15,21,28,34,40,41,42,47,48,49,53,56,57","3,5",1,1,1,1,8,96,"4,5",8,12.375,10,6.439,30,7.648,46,1,5,11,"1",8,7,11,2,2,45,1,23,1,1,4,1,4,1,
"R_3ni1FuXSuraHVZB","2022-03-18 15:22:32","2022-03-18 15:37:02",100,869,1,"15","6","1",5,,,,,,,,,,,,,4,4,4,8.267,,,,,4,4,4,10.775,4,4,4,15.198,4,4,4,5.294,,,,,,,,,,,,,4,4,4,5.998,,,,,,,,,4,4,4,17.892,4,4,4,2.846,,,,,7,7,7,16.152,4,4,4,4.939,4,4,4,13.31,4,4,4,7.709,,,,,,,,,4,4,4,.739,4,4,4,41.494,,,,,4,4,4,2.001,4,4,4,.793,4,4,4,5.243,4,4,4,2.639,,,,,,,,,,,,,7,7,7,7.602,4,4,4,2.375,,,,,,,,,,,,,4,4,4,8.24,,,,,"54","3,5",2,6,5,5,100,15,"4,5",8,38.096,50,8.227,20,4.075,78,1,2,1,"1",5,1,4,1,1,78,1,3,1,1,4,,4,1,
"R_3k1f1iyrrV5Fbxv","2022-03-18 15:38:45","2022-03-18 15:47:46",100,541,1,"15","1","1,2",5,1,1,1,9.537,1,1,1,10.939,4,1,7,13.523,1,1,7,20.804,4,1,1,10.93,1,1,4,13.582,,,,,1,1,4,21.87,1,1,7,13.106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,20.366,,,,,1,1,1,9.5,,,,,,,,,,,,,7,7,7,17.067,7,1,7,11.888,7,4,7,9.646,,,,,,,,,5,1,7,15.636,4,1,7,14.937,7,1,7,9.995,5,1,7,16.351,,,,,,,,,7,1,7,11.558,1,1,1,13.058,5,1,7,15.184,,,,,,,,,,,,,"17","3,5",2,4,3,3,72,30,"4,5",8,10.654,10,10.933,20,11.447,61,1,2,2,"1",5,3,7,2,2,61,1,4,1,14,4,2,4,1,
"R_9txK0iYSOjFpOA9","2022-03-18 15:48:18","2022-03-18 15:49:28",100,70,1,"15","1,5","1,2,3,4,5,8",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,31,1,23,1,1,8,2,4,1,
"R_3iPeXyNq0suBVKo","2022-03-18 15:47:00","2022-03-18 15:53:37",100,397,1,"15","2,4,5","1,2,3,4,5,8",5,6,6,5,1.201,,,,,,,,,6,6,6,2.101,,,,,6,5,6,3.333,6,6,6,2.468,,,,,5,5,5,8.679,,,,,,,,,,,,,,,,,6,6,6,2.193,6,6,6,4.722,,,,,6,5,6,1.673,6,5,6,.76,,,,,6,5,6,2.432,,,,,6,6,6,1.281,,,,,6,6,5,1.017,,,,,6,6,5,1.021,6,6,6,1.953,,,,,5,6,6,1.829,6,6,6,.826,,,,,,,,,,,,,,,,,6,6,6,1.5,6,6,6,.801,6,6,5,1.185,6,6,6,2.447,,,,,,,,,"9,23,27,46","3,5",1,1,1,1,90,95,"4,5",8,13.926,50,9.289,20,13.433,46,1,8,11,"1",8,7,11,1,2,24,1,24,1,1,11,1,2,1,
"R_21vMqFxSgknjNQE","2022-03-18 15:48:26","2022-03-18 15:53:51",100,325,1,"15","1,4,5","1,4,5,8",5,,,,,5,5,5,4.674,6,6,6,4.273,5,5,5,4.566,6,6,6,3.687,,,,,6,6,6,4.392,,,,,5,4,4,12.063,,,,,6,7,7,4.007,,,,,,,,,6,7,7,3.374,6,6,6,4.56,,,,,,,,,6,6,6,6.815,,,,,,,,,,,,,6,6,7,1.361,,,,,5,5,5,3.786,,,,,5,6,7,3.396,6,6,6,4.582,,,,,6,6,7,3.464,6,6,6,4.678,,,,,,,,,,,,,,,,,6,6,6,4.743,6,6,6,3.646,6,6,6,3.691,6,6,6,8.851,,,,,,,,,"2,3,4,6,9,33","3,5",1,2,2,2,23,93,"4,5",8,21.659,50,10.003,20,10.087,30,1,5,11,"1",8,6,8,2,2,31,1,24,1,1,8,,4,1,
"R_1lmEX8BLGGCbcpo","2022-03-18 16:37:59","2022-03-18 17:03:59",100,1559,1,"15","1,5","1,2",5,,,,,,,,,1,1,1,26.03,1,1,1,15.272,,,,,1,1,1,61.102,,,,,,,,,,,,,1,1,1,18.753,7,7,7,15.994,1,1,1,11.914,,,,,1,1,1,26.275,6,6,6,29.103,,,,,1,1,1,14.963,,,,,,,,,1,1,1,18.136,,,,,,,,,1,1,1,17.404,,,,,,,,,7,7,7,22.178,,,,,6,6,6,13.926,6,6,6,13.591,2,2,2,22.963,,,,,,,,,,,,,7,7,7,27.424,7,7,7,12.545,7,7,7,11.925,6,6,6,67.445,,,,,,,,,7,7,7,15.108,"2,3,7,19","3,5",2,5,4,4,79,75,"4,5",8,47.672,50,57.938,20,21.418,60,1,4,5,"1",8,6,9,2,2,60,1,10,1,1,7,2,4,1,
"R_1HvvaWcufjjaXOF","2022-03-18 16:58:14","2022-03-18 17:06:40",100,505,1,"15","2,4","1,5",5,1,1,1,14.251,1,1,1,10.972,,,,,,,,,1,1,1,13.743,,,,,1,1,1,9.316,1,1,1,18.275,1,1,1,12.496,,,,,,,,,,,,,3,1,1,13.413,,,,,,,,,1,1,1,13.609,,,,,1,1,1,11.047,2,1,4,12.2,,,,,2,1,1,11.509,1,1,1,18.507,,,,,6,1,1,16.54,1,1,1,11.027,,,,,2,1,1,12.715,,,,,,,,,,,,,3,1,3,18.921,5,1,1,20.6,6,1,6,15.364,,,,,,,,,,,,,,,,,5,1,4,13.659,5,1,1,12.001,,,,,"3,6,7,24","3,5",1,1,1,1,2,93,"4,5",4,20.936,10,8.529,39,10.68,60,1,7,9,"1",1,4,7,2,2,60,1,17,1,1,11,1,4,1,
"R_2aM6xunpkopfiOG","2022-03-18 17:27:57","2022-03-18 17:38:55",100,658,1,"15","1,2,4,5","1,2",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7,7,19.863,1,1,1,16.621,1,1,1,16.871,1,1,1,20.438,7,6,7,15.352,7,5,6,13.69,1,1,1,14.337,,,,,1,1,1,20.865,1,1,1,15.136,,,,,,,,,4,1,1,21.483,,,,,,,,,7,7,7,15.137,7,7,7,17.067,,,,,,,,,,,,,,,,,7,7,7,15.28,,,,,2,1,1,12.862,7,7,7,18.83,5,1,1,18.852,1,1,1,12.832,5,1,1,33.337,5,1,1,19.547,,,,,,,,,,,,,4,1,1,17.021,"35","3,5",2,5,5,5,100,0,"4,5",8,17.339,2,41.644,20,17.801,45,1,3,9,"1",8,3,5,2,2,50,1,21,1,1,7,2,2,1,
"R_u8q7zlMKhmwW6I1","2022-03-18 18:54:06","2022-03-18 19:04:48",100,641,1,"15","6","1,2",5,1,1,1,12.79,,,,,4,4,4,13.2,5,4,4,18.085,2,2,2,7.852,,,,,,,,,,,,,,,,,,,,,3,3,3,10.858,,,,,,,,,,,,,2,2,2,8.97,,,,,1,1,1,18.476,3,3,3,9.582,2,2,2,11.66,2,2,2,19.382,4,3,3,10.895,4,4,4,14.009,4,4,4,21.77,,,,,,,,,2,2,2,14.101,,,,,4,4,4,8.391,,,,,,,,,5,4,4,15.418,,,,,3,2,4,22.784,2,2,2,31.252,4,4,4,10.801,3,3,3,11.278,,,,,,,,,,,,,,,,,"17","3,5",3,4,3,3,0,0,"1,3",8,13.934,50,11.168,20,14.442,63,1,2,4,"1",5,2,2,2,2,63,1,7,1,2,4,,4,1,
"R_uz6dt3k68AB3zG1","2022-03-18 19:29:16","2022-03-18 19:29:29",100,12,1,"15","2","2",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,24,2,1,1,1,4,2,2,1,
"R_2zGdr4ZrETP9K9Z","2022-03-18 19:28:55","2022-03-18 19:29:50",100,54,1,"15","1,2,3,4,5","1,4,6",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,62,2,14,1,1,10,3,2,1,
"R_2VKkdLdHpX8dvfc","2022-03-18 19:29:18","2022-03-18 19:36:28",100,430,1,"15","2,3","1,4",5,5,5,5,.814,,,,,5,4,4,.643,,,,,5,5,4,.547,5,4,3,3.413,6,4,4,2.759,,,,,2,2,3,3.779,,,,,5,5,4,2.802,,,,,5,5,4,1.497,6,5,4,1.111,,,,,,,,,,,,,4,5,4,.47,,,,,,,,,5,4,4,.65,,,,,5,5,4,1.251,,,,,6,3,3,.867,,,,,5,5,4,.775,,,,,5,5,5,.763,,,,,,,,,6,5,5,8.791,,,,,5,5,5,1.436,5,5,5,.78,,,,,,,,,5,5,4,6.072,,,,,5,4,5,5.653,"15,33","3,5",1,1,2,2,55,94,"4,5",48,56.982,50,11.334,2,30.5,33,2,6,10,"1",8,6,5,1,2,33,2,20,1,1,10,1,4,1,
"R_yvwIUDb3Gy6VLGN","2022-03-18 19:28:50","2022-03-18 19:38:30",100,580,1,"15","3","1",5,,,,,1,1,7,11.648,1,1,1,18.68,4,1,1,13.386,4,1,7,13.151,,,,,,,,,,,,,1,1,7,13.426,1,1,7,14.872,,,,,7,1,7,12.634,1,1,7,16.794,7,1,1,13.121,1,1,7,11.159,,,,,,,,,,,,,,,,,,,,,5,1,7,15.923,7,1,7,15.247,7,1,7,17.746,,,,,,,,,4,1,1,14.666,7,1,7,20.765,7,1,1,16.437,,,,,,,,,7,1,1,12.39,,,,,,,,,,,,,,,,,7,1,1,12.527,7,1,7,12.411,3,1,1,15.672,,,,,,,,,"4,33","3,5",2,5,4,4,68,32,"4,5",8,14.449,50,40.813,20,14.157,56,2,3,7,"1",8,4,6,2,2,56,2,15,1,1,6,2,3,1,
"R_UnBZiKdvQXJOmbf","2022-03-18 19:23:28","2022-03-18 19:45:01",100,1292,1,"15","1,4","1,2",5,5,6,5,50.39,,,,,,,,,,,,,,,,,5,5,6,5.277,4,5,5,3.08,6,6,5,19.273,,,,,,,,,4,4,4,4.2,,,,,,,,,,,,,,,,,5,4,5,1.355,5,6,6,1.111,6,6,7,6.729,4,4,5,2.129,6,6,5,.926,,,,,,,,,,,,,5,5,5,5.532,5,5,5,15.417,,,,,,,,,,,,,5,6,6,12.315,4,4,4,1.111,,,,,5,5,5,1.6,5,5,5,11.549,5,5,5,8.932,6,5,5,2.999,,,,,,,,,,,,,5,5,5,6.839,6,6,6,4.469,"25,40,54","3,5",1,1,3,3,8,100,"4,5",8,57.557,50,39.154,20,42.822,32,1,5,10,"1",7,5,8,2,1,31,1,19,1,1,,,4,1,
"R_3QMhYByfAEl2WVb","2022-03-18 19:55:38","2022-03-18 19:57:04",100,86,1,"15","5,6","1",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,63,1,10,1,1,6,3,2,1,
"R_1EcBBVKCsR5y107","2022-03-18 19:50:45","2022-03-18 20:00:13",100,568,1,"15","2","1,4",5,1,1,1,13.899,,,,,,,,,1,1,1,8.608,,,,,,,,,1,1,1,11.643,1,1,1,10.586,1,1,1,10.191,,,,,,,,,1,1,1,9.602,1,1,1,9.306,,,,,1,1,1,10.316,,,,,1,1,1,9.266,,,,,,,,,1,1,7,13.801,7,1,1,12.655,,,,,5,1,1,14.763,,,,,,,,,,,,,5,1,1,10.971,,,,,1,1,1,12.038,1,1,1,13.61,,,,,1,1,1,16.554,7,1,1,16.931,7,1,1,13.673,,,,,,,,,1,1,7,23.605,,,,,,,,,1,1,1,16.8,"3,6","3,5",1,2,3,3,22,81,"4,5",8,37.028,10,31.587,20,27.201,71,1,5,11,"1",2,5,2,2,2,71,1,21,1,1,8,,3,1,
"R_d7i39QvXtMxsPUB","2022-03-18 19:54:04","2022-03-18 20:28:26",100,2061,1,"15","1","6",5,,,,,7,7,7,22.2,7,7,7,13.756,,,,,7,7,7,40.826,7,7,7,43.201,,,,,,,,,,,,,7,7,7,29.228,1,1,1,39.138,,,,,,,,,1,4,7,83.09,,,,,4,1,1,36.976,,,,,1,1,1,17.135,1,1,1,29.994,,,,,,,,,7,7,7,23.855,,,,,7,7,7,13.295,3,3,3,35.24,7,7,7,24.993,,,,,7,7,7,13.3,,,,,,,,,1,1,1,44.764,,,,,,,,,,,,,7,7,7,27.057,7,1,1,64.454,,,,,7,1,1,65.688,7,7,7,13.658,,,,,"4,26,33,50,55,60","3",2,6,4,4,71,1,"4",8,24.493,5,359.855,20,34.336,62,1,2,3,"1",8,5,3,2,2,62,1,5,1,1,4,2,2,1,
"R_ZxZ0bsnQaOr4d5T","2022-03-18 20:10:32","2022-03-18 20:50:32",100,2399,1,"15","2,4","1,4",5,,,,,2,1,1,55.272,,,,,,,,,1,1,1,53.938,,,,,,,,,7,1,1,79.876,6,3,5,40.735,7,2,5,169.494,,,,,6,2,5,223.511,,,,,6,1,4,36.011,2,1,2,109.186,,,,,,,,,7,1,4,41.569,1,1,1,195.168,,,,,6,1,2,39.881,7,1,5,38.655,,,,,,,,,6,2,4,91.669,7,1,1,36.045,,,,,,,,,,,,,,,,,7,3,4,49.992,7,3,5,39.029,6,1,1,124.198,,,,,,,,,,,,,7,1,1,73.939,6,1,5,134.622,6,1,3,34.84,,,,,"1,2,4,25,33,54,60","3,5",3,4,4,4,83,0,"4,5",34,85.226,50,75.183,20,78.5,62,1,5,6,"2",8,5,8,2,1,62,1,10,2,1,7,,2,1,
"R_2VCHNW38jaH9wgo","2022-03-18 20:52:44","2022-03-18 20:53:47",100,62,1,"15","6","7",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,62,1,,1,1,7,,2,1,
"R_zZ2kmBsVyIFYlsB","2022-03-18 20:39:32","2022-03-18 20:54:51",100,918,1,"15","6","4,6",5,,,,,,,,,6,1,3,15.128,6,2,5,16.417,,,,,,,,,6,2,3,18.38,,,,,5,1,5,14.087,,,,,2,1,1,13.087,7,5,5,12.526,,,,,,,,,6,1,3,15.089,1,3,3,15.661,,,,,3,1,4,19.907,,,,,2,1,1,15.584,,,,,5,1,3,14.606,,,,,2,1,5,15.243,,,,,,,,,7,3,5,10.887,5,1,3,12.956,7,6,6,14.45,,,,,,,,,4,1,4,13.296,,,,,,,,,7,1,2,9.846,,,,,,,,,5,1,3,17.2,7,1,2,15.536,7,1,2,15.703,"4","2",2,5,4,5,91,10,"4,5",8,69.785,10,87.952,39,21.325,57,1,5,3,"1,6",8,5,8,2,2,57,1,6,1,1,9,2,4,1,
"R_1FtwR32CatyCv6J","2022-03-18 22:34:15","2022-03-18 22:36:04",100,108,1,"15","5","4,8",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,22,1,2,1,1,3,,4,1,
"R_10YMsQgELsLBLHq","2022-03-18 22:39:20","2022-03-18 22:40:02",100,42,1,"15","1","8,6",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,24,1,9,1,1,6,3,4,1,
"R_RJHSFoZq9EvFOMx","2022-03-18 23:09:04","2022-03-18 23:09:16",100,12,1,"7","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,20,1,1,16,7,,,4,1,
"R_1Oq90Rd7AXBrWB3","2022-03-18 20:43:21","2022-03-18 23:48:23",100,11102,1,"15","1,2,3,4,5","1,4,8",5,6,5,6,17,6,6,6,14.136,,,,,,,,,6,5,6,1244.44,6,5,6,9341.209,,,,,6,6,6,10.155,,,,,6,6,6,11.052,,,,,,,,,6,5,6,9.395,6,6,7,9.779,,,,,,,,,6,6,6,13.378,,,,,6,5,6,12.943,,,,,6,6,6,12.736,,,,,6,5,6,17.633,,,,,6,5,6,15.544,6,6,6,10.3,,,,,,,,,,,,,6,5,6,14.667,6,5,6,18.664,,,,,6,6,6,15.451,6,6,6,10.468,,,,,6,6,6,13.691,6,5,6,16.827,,,,,,,,,,,,,"1,3,17","6",1,2,3,3,10,90,"4,5",8,7.648,50,5.534,20,15.814,47,1,3,3,"6",4,5,10,2,2,47,1,5,16,47,6,,4,1,
"R_2aEJpBOXWEKq0bq","2022-03-19 00:20:25","2022-03-19 00:24:26",100,240,1,"15","2","2,5",5,7,7,7,7.971,,,,,7,7,7,4.118,7,7,7,4.331,7,7,7,4.787,,,,,,,,,7,5,7,8.959,7,6,7,4.548,,,,,7,7,7,4.132,,,,,2,6,7,5.045,3,6,7,4.631,7,6,7,4.426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,4.69,3,4,7,4.352,7,7,7,4.348,7,7,7,3.93,3,5,4,5.416,,,,,,,,,7,7,7,10.322,,,,,7,7,7,4.608,7,7,7,5.838,7,7,7,4.475,3,7,7,8.125,,,,,,,,,,,,,,,,,,,,,"8,40,50,56,58","5",2,5,5,5,100,100,"3,5",8,10.4,50,9.999,4,14.44,24,1,6,8,"1",8,7,11,2,2,24,1,15,1,1,,,4,1,
"R_2arWfGsyDURxheZ","2022-03-19 00:32:53","2022-03-19 00:51:40",100,1127,1,"15","2","2,3,5,8",5,,,,,7,7,7,310.199,,,,,,,,,,,,,7,7,7,48.02,7,7,7,8.954,,,,,,,,,7,7,7,9.766,,,,,7,7,7,5.201,,,,,,,,,,,,,7,7,7,16.502,7,7,7,11.356,7,7,7,3.928,7,7,7,6.582,7,7,7,8.175,7,7,7,5.944,7,7,7,1.536,,,,,,,,,,,,,,,,,,,,,7,7,7,1.327,7,7,7,19.125,,,,,7,7,7,49.935,,,,,,,,,,,,,,,,,7,7,7,2.401,7,7,7,5.03,7,7,7,21.813,7,7,7,5.269,7,7,7,1,"2,4,15,53","3,5",1,1,1,1,82,0,"5",28,12.48,50,19.883,40,27.586,40,1,6,11,"1",2,7,11,1,1,23,1,21,1,1,7,1,4,1,
"R_6YITqatIrSJCQNz","2022-03-19 01:00:46","2022-03-19 01:01:15",100,29,1,"15","5","3",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,19,1,2,1,1,4,,4,1,
"R_3jcYH4OiiVKyTqp","2022-03-19 01:47:17","2022-03-19 01:47:30",100,13,1,"24","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,19,1,6,1,2,5,1,4,1,
"R_0NDdYDOvckds7Tj","2022-03-19 05:53:04","2022-03-19 05:55:29",100,145,1,"15","2","1,4,5",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,21,1,9,1,1,8,,4,1,
"R_2PptuAYnk9fHPB1","2022-03-19 10:15:57","2022-03-19 10:33:51",100,1074,1,"15","2","2",5,,,,,3,5,4,4.701,2,1,4,4.379,3,3,4,74.722,3,3,3,1.784,1,4,4,3.522,,,,,,,,,,,,,,,,,4,2,2,6.237,,,,,,,,,3,3,4,231.387,3,7,3,2.775,5,2,3,3.041,,,,,4,4,5,2.685,,,,,,,,,,,,,4,5,3,7.32,,,,,2,7,2,2.444,,,,,,,,,2,3,2,2.447,3,4,3,2.513,,,,,,,,,5,2,7,16.662,6,2,5,265.917,3,4,5,3.791,,,,,,,,,5,3,5,50.949,3,5,4,3.595,,,,,,,,,4,3,3,41.411,"9,12,34,51,57","3,5",3,4,3,3,45,53,"3",8,9.501,50,11.812,20,10.571,24,1,2,2,"2",2,4,3,2,2,24,1,27,2,1,6,4,4,1,
"R_12ffvcqPwMA65Ro","2022-03-19 20:47:47","2022-03-19 20:47:58",100,10,1,"15","2","7",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,22,1,27,2,15,,,4,1,
"R_3h3GZPdJbZC0Rnj","2022-03-19 21:51:47","2022-03-19 21:52:53",100,65,1,"15","3,4","1,4,5,8",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,23,2,3,16,7,,,3,1,
"R_1n3jqxuC1CZUeTl","2022-03-19 21:53:35","2022-03-19 21:53:49",100,14,1,"15","5","8",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,19,2,23,2,1,11,1,3,1,
