ResponseId,StartDate,EndDate,Progress,Durationinseconds,Finished,Captcha,SharingType,SocialMedia,nicks,headlineS1,headlineC1,t_PageSubmit1,headlineS2,headlineC2,t_PageSubmit2,headlineS3,headlineC3,t_PageSubmit3,headlineS4,headlineC4,t_PageSubmit4,headlineS5,headlineC5,t_PageSubmit5,headlineS6,headlineC6,t_PageSubmit6,headlineS7,headlineC7,t_PageSubmit7,headlineS8,headlineC8,t_PageSubmit8,headlineS9,headlineC9,t_PageSubmit9,headlineS10,headlineC10,t_PageSubmit10,headlineS11,headlineC11,t_PageSubmit11,headlineS12,headlineC12,t_PageSubmit12,headlineS13,headlineC13,t_PageSubmit13,headlineS14,headlineC14,t_PageSubmit14,headlineS15,headlineC15,t_PageSubmit15,headlineS16,headlineC16,t_PageSubmit16,headlineS17,headlineC17,t_PageSubmit17,headlineS18,headlineC18,t_PageSubmit18,headlineS19,headlineC19,t_PageSubmit19,headlineS20,headlineC20,t_PageSubmit20,headlineS21,headlineC21,t_PageSubmit21,headlineS22,headlineC22,t_PageSubmit22,headlineS23,headlineC23,t_PageSubmit23,headlineS24,headlineC24,t_PageSubmit24,headlineS25,headlineC25,t_PageSubmit25,headlineS26,headlineC26,t_PageSubmit26,headlineS27,headlineC27,t_PageSubmit27,headlineS28,headlineC28,t_PageSubmit28,headlineS29,headlineC29,t_PageSubmit29,headlineS30,headlineC30,t_PageSubmit30,headlineS31,headlineC31,t_PageSubmit31,headlineS32,headlineC32,t_PageSubmit32,headlineS33,headlineC33,t_PageSubmit33,headlineS34,headlineC34,t_PageSubmit34,headlineS35,headlineC35,t_PageSubmit35,headlineS36,headlineC36,t_PageSubmit36,headlineS37,headlineC37,t_PageSubmit37,headlineS38,headlineC38,t_PageSubmit38,headlineS39,headlineC39,t_PageSubmit39,headlineS40,headlineC40,t_PageSubmit40,domains,screener_2,Party,DemRep_C,Social_Conserv,Economic_Conserv,ap_1,ap_2,screener_3,CRT_1,tCRT_PageSubmit_1,CRT_2,tCRT_PageSubmit_2,CRT_3,tCRT_PageSubmit_3,Age,Gender,Education,Income,Ethnicity,god,trust,risk,Random,Google,Lucid_age,Lucid_gender,Lucid_hhi,Lucid_ethnicity,Lucid_hispanic,Lucid_education,Lucid_political_party,Lucid_region
"R_1g0ycJCnG4K8L6S","2022-04-29 09:38:42","2022-04-29 09:38:59",100,16,1,"15","3","1,4",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,35,1,8,15,1,3,1,3
"R_3fBgCek305RFUeM","2022-04-29 09:38:20","2022-04-29 09:39:02",100,42,1,"15","1","7",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,65,2,12,1,1,,2,3
"R_V20jq9iwhb6dJsJ","2022-04-29 09:39:59","2022-04-29 09:40:13",100,14,1,"15","2","1",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,41,2,8,1,1,4,3,3
"R_27scbd8YXGhDbwV","2022-04-29 09:38:17","2022-04-29 09:42:27",100,249,1,"15","4","1,3",5,4,4,3.783,,,,,,,,,,,,,3,3,4.065,4,4,3.473,,,,,,,4,4,6.74,,,,4,3,4.089,4,4,6.227,4,4,6.432,5,5,3.19,4,4,3.763,,,,,,,,,,4,4,5.876,,,,3,2,3.275,4,4,2.591,1,3,6.571,,,,5,5,3.951,5,5,2.897,,,,4,4,3.191,,,,,,,,,,,,,3,4,4.234,,,,4,4,3.716,,,,,,,4,5,5.634,5,4,3.106,"19","3,5",2,4,2,2,66,67,"4,5",8,9.921,50,4.581,20,13.162,31,2,4,3,"1",7,4,7,2,2,31,2,8,1,1,7,2,3
"R_u8oVaPMDV2Cwv4J","2022-04-29 09:36:10","2022-04-29 09:42:48",100,398,1,"15","6","1,3",5,,,,,,,1,1,5.494,,,,1,1,4.888,1,1,7.027,,,,,,,,,,1,1,5.021,,,,1,1,11.117,1,1,8.196,1,1,5.024,,,,1,1,16.941,1,1,8.713,1,1,10.466,,,,,,,,,,,,,1,1,7.174,1,1,8.8,,,,1,1,5.915,,,,1,1,7.206,,,,1,1,6.454,,,,,,,1,1,3.872,1,1,3.852,,,,,,,1,1,3.728,,,,1,1,8.938,1,1,3.975,"17","6",4,4,3,3,40,7,"1",8,15.683,50,19.667,20,17.124,34,2,1,5,"1",6,2,3,2,2,34,2,10,1,1,3,4,2
"R_wXKvaa3tlFlxqG5","2022-04-29 09:41:10","2022-04-29 09:42:59",100,108,1,"xx","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,43,1,,1,15,,,2
"R_1QsDPKS9gNJdJsV","2022-04-29 09:39:46","2022-04-29 09:43:54",100,247,1,"15","4","1",5,,,,,,,4,4,3.23,,,,4,5,2.81,4,4,5.358,,,,,,,4,4,4.564,4,4,34.655,,,,,,,,,,4,5,20.45,,,,4,5,2.809,4,5,2.662,3,4,4.574,4,4,3.656,,,,,,,,,,4,4,12.697,5,5,2.61,,,,,,,,,,,,,,,,4,4,3.387,,,,5,5,9.228,,,,,,,5,4,3.378,4,4,3.779,5,5,3.947,4,4,3.087,5,5,12.694,4,4,3.249,"53","3,5",3,2,3,3,65,68,"4,5",8,4.853,50,4.109,20,6.756,31,2,5,6,"1",5,4,7,2,2,31,2,10,1,1,8,3,3
"R_bHmlokBlNWd9b1f","2022-04-29 09:36:28","2022-04-29 09:45:21",100,533,1,"15","6","1,3,4,8",5,,,,3,4,4.979,4,1,8.801,1,1,3.197,,,,4,4,7.001,,,,,,,4,3,3.378,3,1,8.8,,,,1,1,3.49,,,,,,,,,,,,,1,1,2.801,4,5,3.766,,,,2,3,6.601,4,3,4.873,,,,,,,4,4,3.587,5,3,22.184,5,1,4.2,,,,1,1,3.6,,,,4,3,3.801,,,,1,1,3.667,,,,4,4,15.001,5,2,4.3,4,2,27.3,,,,,,,,,,,,,"25","2",1,2,2,2,36,69,"3",8,46.801,0,16.257,0,11.005,23,2,1,1,"2",8,4,6,2,2,22,2,1,2,1,12,1,4
"R_1BRVTpy3AkcSo5X","2022-04-29 09:45:27","2022-04-29 09:45:49",100,22,1,"15","1","3",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,35,1,27,15,2,3,3,4
"R_2cBDAm0xF8cQ88y","2022-04-29 09:39:49","2022-04-29 09:47:15",100,445,1,"15","6","1,3",5,,,,,,,4,4,6.645,,,,2,7,9.908,2,2,6.508,,,,,,,4,7,9.066,2,2,3.985,,,,,,,,,,2,2,6.404,,,,3,7,9.935,1,1,10.819,1,7,8.401,1,1,7.502,,,,,,,,,,2,2,9.698,4,7,19.505,,,,,,,,,,,,,,,,1,1,7.015,,,,1,1,18.905,,,,,,,7,7,10.059,1,1,5.913,3,3,6.106,3,3,5.086,6,5,11.901,5,7,26.731,"2,9","3,5",3,2,3,3,47,70,"4,5",8,10.371,50,9.421,20,13.301,39,2,5,6,"1",5,5,9,2,2,39,2,11,1,1,5,4,3
"R_2Yzv7BI4evzbGfD","2022-04-29 09:39:28","2022-04-29 09:47:53",100,505,1,"15","3","1,3,4",5,1,1,10.861,1,1,7.366,,,,1,7,9.715,,,,,,,1,7,16.829,4,5,12.455,,,,,,,1,1,8.237,1,1,9.182,4,7,9.152,,,,1,1,9.691,,,,,,,,,,,,,4,7,15.365,4,7,15.394,1,1,16.414,,,,,,,2,2,13.206,1,1,8.459,1,1,14.468,4,4,9.995,1,1,6.322,,,,5,6,13.127,,,,1,1,8.892,1,1,5.421,,,,,,,,,,,,,,,,,,,"3,4,6,8","6",3,3,3,3,58,74,"5",8,10.308,50,17.054,20,13.877,40,2,3,7,"1",8,5,11,2,2,40,2,10,1,16,6,3,4
"R_3rG9sP6jEVUIPkf","2022-04-29 09:50:48","2022-04-29 09:50:55",100,7,1,"11","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,31,1,1,1,3,,,3
"R_2OT0QxoDxRT02wS","2022-04-29 09:40:04","2022-04-29 09:51:20",100,676,1,"15","6","8",5,,,,3,5,9.856,,,,,,,1,1,8.181,6,7,31.034,,,,3,5,18.349,5,6,24.487,,,,3,1,16.599,1,1,10.879,,,,,,,,,,,,,4,5,15.53,,,,2,2,7.146,3,4,15.9,6,6,17.559,,,,3,4,17.141,3,4,10.146,,,,2,6,12.22,,,,,,,3,3,8.376,1,1,10.652,3,6,11.601,,,,3,4,14.501,,,,5,7,13.69,,,,,,,,,,,,,3,6,12.442,"2,6,8,46","6",3,4,3,3,25,25,"4,5",8,29.101,10,59.48,20,24.139,46,2,3,1,"1",7,5,5,2,2,46,2,1,1,1,,3,3
"R_3Rq5jTW2kZRMvZA","2022-04-29 09:40:55","2022-04-29 09:53:39",100,763,1,"15","2","1",5,1,4,17.214,,,,4,4,10.378,7,7,14.852,,,,,,,4,7,19.734,,,,,,,5,5,12.959,,,,,,,7,7,11.03,4,4,10.003,7,7,7.621,7,7,13.494,,,,7,7,8.16,,,,,,,,,,4,4,11.62,,,,,,,7,7,9.126,,,,4,4,12.868,4,4,7.213,,,,,,,,,,4,4,12.388,,,,1,1,7.27,,,,3,3,15.196,4,4,18.323,5,5,28.141,4,4,30.531,,,,"2,4,6","3,5",3,3,3,2,63,61,"4,5",8,14.598,50,55.832,20,29.799,57,2,2,4,"1",8,4,4,2,1,57,2,6,1,2,4,3,3
"R_Q4gWsn7YqMXYMqB","2022-04-29 09:53:30","2022-04-29 09:53:47",100,16,1,"15","5","1,2,3,4,8",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,25,1,2,3,2,8,,2
"R_1FCIq9OThBsUzM0","2022-04-29 09:53:29","2022-04-29 09:53:53",100,24,1,"15","6","7",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,42,1,7,3,2,4,3,3
"R_3hDtXJAzNaOObBX","2022-04-29 09:42:56","2022-04-29 09:54:59",100,723,1,"15","3,4,5","1",5,,,,,,,,,,1,1,9.889,1,1,9.825,,,,1,1,12.933,,,,1,1,16.618,,,,,,,,,,1,1,10.319,1,1,15.09,5,5,11.112,,,,1,1,13.092,,,,2,2,24.031,3,3,13.46,,,,1,1,20.836,,,,,,,,,,1,1,11.053,2,2,10.683,,,,,,,,,,1,1,9.781,2,2,9.396,3,3,12.733,,,,2,2,9.817,3,3,14.011,,,,2,2,8.907,,,,1,1,28.207,"1,3","1,5",2,4,3,3,51,19,"4,5",11,64.16,11,6.838,11,9.945,70,1,4,4,"1",8,5,6,1,2,70,1,7,1,1,,2,3
"R_bsDDemgIpQRXF2F","2022-04-29 09:48:43","2022-04-29 09:59:01",100,616,1,"15","2,4","1,3,4,5,8",5,,,,7,7,13.741,7,6,10.065,1,5,11.974,1,1,11.615,,,,6,7,9.117,4,5,15.1,,,,,,,,,,5,7,7.609,5,6,9.623,,,,5,7,11.087,1,1,14.018,,,,,,,,,,,,,,,,5,5,12.56,1,1,18.375,,,,1,1,30.842,,,,4,5,11.286,5,3,11.625,1,1,5.594,,,,,,,4,4,11.169,7,7,11.493,,,,7,7,10.383,,,,,,,1,1,8.184,,,,,,,"1,6","5",1,1,1,1,0,100,"4",8,9.435,50,32.072,20,17.507,43,4,2,1,"6",8,1,10,2,2,43,1,1,1,2,4,,4
"R_2QQjEYMWX9vJcPT","2022-04-29 09:52:32","2022-04-29 09:59:19",100,406,1,"15","1,2,5","1,2,3,4",5,2,2,8.517,6,6,11.021,,,,,,,,,,5,5,7.337,,,,4,4,10.446,,,,7,5,13.853,1,2,6.289,,,,,,,1,1,9.563,,,,,,,,,,1,1,7.101,1,1,5.931,2,2,9.457,1,1,15.449,3,4,9.553,3,4,9.31,,,,4,4,12.579,5,6,14.082,,,,,,,,,,4,5,6.886,,,,,,,,,,,,,,,,2,1,25.196,2,2,7.374,1,2,6.701,,,,2,3,9.916,"4,14,15","6",2,5,5,5,100,0,"4,5",8,12.188,50,10.689,20,11.478,30,1,5,10,"1",8,3,8,2,2,30,1,19,1,1,,2,2
"R_sZFwJYM58H2Lkqt","2022-04-29 09:56:47","2022-04-29 10:00:42",100,234,1,"15","1,2","1,2,3,4,5,8",5,,,,6,5,.48,5,6,.687,,,,,,,,,,,,,6,6,.928,,,,,,,,,,7,6,5.806,6,5,.893,,,,,,,5,5,.093,1,6,.557,6,5,.068,7,5,1.243,5,6,1.316,5,4,.76,,,,,,,6,7,2.327,5,5,.056,6,6,3.415,6,6,.668,4,6,5.228,4,5,.501,,,,,,,,,,,,,,,,,,,7,5,.026,6,5,1.468,,,,6,6,.099,,,,"10,19,21,31,49,56,58","1,5",1,1,1,1,83,71,"4,5",8,7.57,50,11.279,20,21.02,37,1,8,12,"1",8,5,7,1,1,36,1,21,1,1,10,1,2
"R_sMShN3Kmis28XzX","2022-04-29 09:52:17","2022-04-29 10:00:57",100,519,1,"15","2,3,5","1,4",5,,,,,,,3,5,10.48,3,3,9.432,1,1,9.152,,,,1,2,12.8,,,,2,2,12.797,,,,,,,1,1,6.14,2,3,11.275,,,,3,3,9.3,2,2,11.081,2,2,7.702,,,,,,,,,,,,,,,,,,,4,6,8.844,,,,,,,3,3,8.101,3,2,7.394,2,2,10.952,,,,3,5,6.901,2,2,7.325,5,5,7.894,5,6,7.75,3,3,7.701,,,,,,,,,,5,5,6.374,,,,"3,6","3,5",1,3,3,3,49,58,"4,5",8,9.429,5,51.763,20,14.001,39,1,2,4,"1",5,3,5,2,2,39,1,6,1,1,,1,3
"R_1n3bFaBFlUlQfru","2022-04-29 09:50:28","2022-04-29 10:01:16",100,647,1,"15","1,2,3,4,5","1,2,3,4,5,8",5,7,7,5.812,,,,7,7,8.56,,,,7,7,4.872,7,7,7.002,,,,,,,7,7,12.948,7,7,5.498,7,7,10.248,,,,7,7,4.901,,,,,,,7,7,7.966,,,,,,,7,7,9.701,,,,7,7,6.46,,,,,,,,,,,,,7,7,10.003,7,7,4.751,7,7,6.346,,,,,,,,,,,,,7,7,5.136,,,,7,7,6.867,7,7,12.848,7,7,3.076,,,,7,7,3.66,7,7,6.58,"4,22,46,47,48,49,50,51,54,59","3,5",3,4,3,3,89,86,"4,5",8,10.46,50,19.427,20,29.487,40,1,6,12,"1",8,7,9,2,2,40,1,26,1,1,9,3,1
"R_8pQxnC7O05DSNQ5","2022-04-29 10:01:02","2022-04-29 10:01:22",100,20,1,"18","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,19,1,3,2,1,5,2,1
"R_3JJLohZ7HVPPYNg","2022-04-29 09:57:29","2022-04-29 10:02:37",100,307,1,"15","1,4","1,2,3,4,5,8",5,6,7,2.058,5,6,1.8,7,6,1.462,6,7,1.976,6,7,1.64,7,5,2.433,6,6,10.044,6,7,1.945,,,,,,,,,,,,,,,,,,,6,7,2.687,,,,,,,,,,6,7,2.1,,,,6,6,2.117,,,,6,7,1.82,6,6,1.692,6,6,.545,,,,,,,,,,,,,,,,,,,6,7,2.096,5,7,4.77,7,6,2.734,5,4,2.019,6,6,6.258,6,6,3.545,,,,,,,,,,"1,11,17,18,21,22,38,49","3,5",1,2,3,3,59,72,"4,5",4,59.201,50,14.041,20,14.683,33,1,3,8,"1",8,7,11,2,2,34,1,14,1,1,6,1,4
"R_u3650WQ9lRcq9lT","2022-04-29 10:02:34","2022-04-29 10:03:21",100,47,1,"15","4","1,2,4,5,8",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,41,1,21,1,1,10,1,4
"R_22LCGxJIRCiqscQ","2022-04-29 09:49:46","2022-04-29 10:05:04",100,917,1,"15","4","4",5,,,,2,1,21.646,,,,4,4,11.661,,,,,,,7,6,20.446,2,2,7.636,,,,,,,,,,1,1,10.622,,,,2,2,10.283,2,2,19.179,,,,2,2,20.316,4,4,11.378,,,,2,2,10.135,,,,2,2,11.197,2,2,9.764,2,2,10.847,2,2,8.688,,,,,,,,,,2,2,10.747,2,2,7.637,2,2,12.298,3,2,11.303,,,,2,2,15.978,,,,,,,,,,2,2,14.206,,,,,,,"3,4,16,51","4",1,2,3,3,75,25,"3",8,33.491,50,184.418,20,52.801,20,1,3,11,"2",8,2,10,2,2,21,1,21,2,1,7,,2
"R_3J28OGYmo8PHg7L","2022-04-29 10:07:02","2022-04-29 10:07:39",100,36,1,"15","3,4,5","1,2,3,4,5,8",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,33,1,14,1,1,6,1,4
"R_1EczvRH4Z3SYsuD","2022-04-29 09:50:28","2022-04-29 10:09:19",100,1130,1,"15","4","1",5,2,2,29.988,,,,4,4,55.354,,,,2,2,27.479,4,4,18.965,,,,,,,4,4,25.607,5,5,31.302,4,4,19.694,,,,2,2,31.668,,,,,,,2,2,16.784,,,,,,,2,2,31.391,,,,3,3,28.725,,,,,,,,,,,,,4,4,26.946,4,4,25.073,4,4,11.919,,,,,,,,,,,,,4,4,69.037,,,,4,4,16.63,3,3,20.333,3,3,41.402,,,,4,4,16.102,3,3,20.13,"4","3,5",4,4,3,3,71,30,"4,5",8,20.357,50,26.572,20,37.106,44,1,2,2,"1",5,4,7,2,2,44,1,2,1,1,,4,2
"R_1qdFh71XcHBxhii","2022-04-29 09:36:59","2022-04-29 10:09:59",100,1980,1,"15","6","1,2,3,4,8",5,1,1,13.634,,,,,,,,,,1,7,32.485,,,,1,4,14.143,1,7,13.096,,,,,,,,,,,,,1,7,11.319,1,4,13.897,,,,,,,1,1,15.052,1,4,18.144,1,1,122.359,1,5,14.22,,,,,,,1,4,15.436,1,7,10.301,,,,,,,1,7,8.199,1,7,9.4,1,7,10.884,,,,1,6,7.883,,,,1,6,50.447,,,,,,,,,,1,2,11.24,,,,1,2,12.472,1,4,79.2,"57","3,5",2,6,5,5,80,61,"4,5",4,179.506,50,28.394,10,204.77,65,2,5,5,"1",8,7,4,2,2,65,2,10,1,1,8,,3
"R_2OJFhKy7sNz9xYx","2022-04-29 10:04:07","2022-04-29 10:13:49",100,582,1,"15","1,2,3,4,5","1,2,3,4,5",5,,,,5,5,16.473,,,,,,,5,7,5.7,4,4,7.6,5,4,13.725,,,,,,,5,7,15.77,3,4,13.337,,,,,,,,,,5,4,4.6,4,5,15.357,5,4,2.119,5,4,7,,,,,,,4,5,10.112,5,4,.034,4,5,10.976,,,,5,6,7.078,4,4,7.316,,,,,,,4,5,1.739,5,4,5.098,,,,4,5,6.359,4,4,31.87,5,6,20.866,,,,,,,,,,,,,,,,,,,"17,19,24,27,35,38","3,5",1,2,3,3,80,76,"4,5",8,40.43,50,20.448,20,34.243,38,1,7,12,"1",8,7,9,2,2,38,1,24,1,1,11,1,1
"R_8CzGlq22ZwSA7Rf","2022-04-29 10:04:31","2022-04-29 10:14:05",100,573,1,"15","1,2,3,4,5","1,2,3,4,5,8",5,,,,2,6,79.096,7,7,10.416,,,,,,,,,,,,,2,2,12.244,,,,2,6,10.267,,,,,,,7,7,8.201,2,2,4.937,7,7,6.311,7,7,10.278,7,7,30.544,,,,2,6,8.344,,,,2,6,5.501,,,,,,,,,,7,7,23.276,1,2,13.885,2,7,7.899,,,,,,,,,,2,2,7.903,2,6,11.74,,,,,,,7,7,5.201,6,7,22.962,,,,7,7,6.225,6,7,11.522,,,,"3,4,7,8,12,15,25","3,5",1,2,2,2,100,41,"4,5",8,10.864,50,15.501,20,13.714,31,1,5,11,"1",8,6,11,2,2,31,1,19,1,1,8,1,1
"R_DAIUN95nWvCYZot","2022-04-29 09:37:33","2022-04-29 10:14:32",100,2219,1,"15","6","1",5,,,,3,7,21.984,2,6,14.391,1,6,16.965,1,5,15.79,,,,,,,1,4,15.637,2,7,15.87,,,,1,3,14.998,,,,,,,,,,,,,,,,1,4,31.371,1,6,15.1,1,6,11.896,,,,1,5,16.4,,,,,,,,,,2,5,33.168,,,,,,,1,5,12.798,,,,1,5,15.157,2,5,21.069,1,4,14.103,1,5,18.35,,,,1,5,9.978,,,,1,5,12.873,1,4,14.974,,,,,,,"1","3,5",3,3,3,3,53,53,"4,5",8,14.777,50,37.057,20,15.618,70,2,2,4,"1",7,6,3,2,2,70,2,8,1,1,4,3,2
"R_3KxR5DANrsqFA3b","2022-04-29 10:04:31","2022-04-29 10:15:27",100,656,1,"15","1,2","1",5,,,,,,,5,5,11.195,6,6,7.089,1,1,6.991,6,6,9.444,,,,2,2,10.148,,,,1,1,9.438,6,6,16.888,,,,,,,,,,,,,1,1,20.067,,,,,,,7,7,7.886,4,4,8.282,,,,1,1,8.572,,,,,,,5,5,9.629,,,,,,,6,6,12.665,2,2,7.576,1,1,7.726,,,,1,1,10.334,6,6,9.672,,,,6,6,6.963,,,,,,,6,6,5.78,,,,6,6,11.894,"1,3,6,33","5",1,1,2,2,83,100,"5",8,10.434,50,36.146,20,45.093,60,1,3,2,"6",8,4,7,1,2,60,1,4,15,2,9,1,4
"R_SE548QFoAScYRax","2022-04-29 10:11:44","2022-04-29 10:16:20",100,275,1,"15","","1,2,8",5,,,,1,6,3.219,,,,7,2,3.189,,,,,,,,,,6,2,3.173,3,5,2.56,6,3,5.03,,,,,,,7,2,4.656,,,,1,5,3.143,2,5,3.096,2,6,3.309,,,,,,,6,7,3.507,,,,4,6,2.846,,,,,,,4,1,2.79,5,6,2.819,,,,5,6,2.661,,,,,,,,,,,,,6,3,3.23,1,3,3.559,,,,,,,3,5,6.684,5,2,5.66,2,7,3.556,5,4,2.885,"6,12,22,29","5",3,2,3,2,72,31,"5",8,19.841,50,29.325,20,21.62,19,1,3,1,"2",2,4,4,2,2,21,1,2,2,1,6,,2
"R_PwcvON8Kcb2WtgZ","2022-04-29 10:22:06","2022-04-29 10:22:23",100,16,1,"15","6","7",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,22,1,,2,1,,,3
"R_2w07170FvLfEO4F","2022-04-29 10:21:52","2022-04-29 10:23:04",100,71,1,"15","4","5,8",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,21,1,27,16,1,12,4,2
"R_3ixMYyrErBDDX87","2022-04-29 10:27:15","2022-04-29 10:27:34",100,19,1,"23","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,23,1,1,3,2,4,1,3
"R_1fZXoagkUCP72Oh","2022-04-29 10:27:52","2022-04-29 10:29:17",100,85,1,"15","6","7",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,80,1,6,16,15,7,3,4
"R_3Pq79785MLLvCK0","2022-04-29 10:18:45","2022-04-29 10:29:55",100,670,1,"15","2","1,2,4",5,3,2,6.021,,,,4,4,7.426,,,,2,1,4.892,5,6,4.898,1,2,9.59,,,,,,,,,,6,7,4.5,1,1,3.855,,,,4,3,15.963,,,,,,,,,,7,6,21.268,6,7,6.937,,,,5,5,12.706,,,,4,3,7.43,6,5,20.842,,,,,,,3,2,12.162,,,,6,5,4.264,1,1,14.9,5,5,5.874,4,5,8.631,,,,,,,6,5,11.153,6,7,6.589,,,,,,,,,,,,,"17","3,5",1,1,1,1,0,100,"4,5",8,5.928,50,7.484,20,15.673,45,1,2,1,"2",8,7,11,2,2,45,1,1,2,1,4,1,3
"R_20Pqosvc1IOfwWu","2022-04-29 10:22:20","2022-04-29 10:35:02",100,761,1,"15","2,4","1,5",5,,,,,,,1,3,20.039,,,,,,,,,,,,,,,,,,,1,1,11.477,,,,1,1,20.693,1,1,10.072,,,,1,1,15.553,1,1,17.45,1,1,13.536,1,1,16.08,1,1,16.578,1,1,15.696,,,,1,3,18.774,1,3,13.306,,,,,,,1,3,24.124,,,,1,3,10.737,,,,,,,1,4,12.362,4,4,23.126,1,3,12.831,,,,,,,,,,,,,3,4,14.974,1,3,10.438,4,5,20.109,"12","3,5",3,3,3,4,50,50,"4,5",8,9.909,5,62.474,20,20.134,60,7,5,3,"4",4,4,6,2,2,60,1,27,4,1,,4,3
"R_qJ8f1PJUHNQxFgB","2022-04-29 10:40:45","2022-04-29 10:41:19",100,34,1,"15","5","2",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,61,1,10,2,1,,,3
